Song,Artist,isHot
Funny How Time Slips Away,Roy Drusky,False
Run And Tell,The Perrys,False
Cuttin' the Tree,John Wesley,False
Music By Numbers (2001 Digital Remaster),Penguin Caf\xc3\xa9 Orchestra,False
Tout bizwen (feat. Milca_ Synn'Tya_ Shaolin),Leila Chicot,False
Klaio Gia Sena (Niagaras),Giorgos Marinis,False
Burn 'Em Down (LP Version),Sick Of It All,False
O Come_ O Come Emmanuel,Margaret Becker,False
Hesitation Blues,Hot Tuna,False
Mood Indigo,The Knightsbridge Strings,False
Hasta Los Huesos,Andy & Lucas,False
Cumberland Gap,Danny Barnes,False
Svedomi,Krystof,False
Wild Ride (From the album Steel And Fire),Mick Clarke,False
It's Alright Bruv,Cockney Rejects,False
New Morning (Live),Nick Cave & The Bad Seeds,False
Sea_ Subsurface,Aisha Duo,False
De Lai Bu Yi,Justin,False
Les Fleurs,Minnie Riperton,False
Como Olvidar (Merengue Versi\xc3\xb3n),Olga Ta\xc3\xb1\xc3\xb3n,False
Birak Yakami,Ebru Yasar,False
People = Sh*t (live) (Album Version),Slipknot,False
Afonsina y el mar,Triana Pura,False
So Not Over You (Motivo-Pop Lectro Mix),Simply Red,False
Cruz,Christina Aguilera,False
Yodelling Mad (2002 Digital Remaster),Frank Ifield,False
Take a Ride,Frost,False
Show Me The Way,Mix Mob,False
Only Lonely,Bon Jovi,False
C'est Toujours Le Matin,Cali,False
Happy Mother's Day,Casiotone For The Painfully Alone,False
All The Lessons,Melanie And The Secret Army,False
Valium,Vincenzo,False
Castillos Y Sue\xc3\xb1os,Las Ni\xc3\xb1as,False
Lieder_ Die Uns Ein Leben Lang Begleiten,Maria & Margot Hellwig/Die Garmischer Alpenj\xc3\xa4ger,False
Black Celebration,Monster Magnet,False
Ke T' Oniro Egine Efialtis,Despina Vandi,False
No Volveras A Mi,KALIMBA,False
Please Heart_ You're Killing Me,Eleanor McEvoy,False
Le Fiacre,Gisele MacKenzie,False
Superscout,Sensations,False
Song Of Australia - Canto 6 (2009 Digital Remaster),Dame Edna Everage with Carl Davis conducting the London Symphony Orchestra and The New Antipodean Singers,False
Another Land (World),Davol,False
Sophie,Eleanor McEvoy,False
Meeting Daisy,Alexandre Desplat,False
So Many Roads,Joe Bonamassa,False
You Saved My Life,Kieran,False
Madeleine,Marcel Mouloudji,False
Oceans,Vex'd,False
New Born Soul,The Blind Boys Of Alabama,False
Prends-Moi La Main,Princess Lover,False
Too Tight Blues No. 2,Blind Blake,False
War?,System of a Down,False
El Oro De La Gallina De Los Huevos,Seguridad Social,False
Splendido Sundance,Al Di Meola,False
If You Leave Me Now,Brazilian Tropical Orchestra,False
Don't Look Back (Radio Edit),Antigone Rising,False
Dekh Le,Sunidhi Chauhan / Anu Malik / Jatin Sharma,False
Wie ein Eisb\xc3\xa4r sein,Geier Sturzflug,False
Act Won (Things Fall Apart),The Roots,False
Down In The Jungle,Monster Magnet,False
Skymning,Groupa Med Lena Willemark,False
Mientras me quieras,Tranzas,False
So Nice - Original,Leroy Hutson,False
Sister Seagull (Live),Be Bop Deluxe,False
Goodbye Broadway_ Hello France,Billy Murray,False
Exit People,Fergie,False
Te Quiero Mamma,Sergio Dalma,False
Salamanders In The Sun,Steve Vai,False
Alpha River,Eclier,False
Four Days Late (Studio Track w/o Background Vocals),Karen Peck And New River,False
Pleasure Zone Mix,Joy Kitikonti,False
I Just Love Old People (Rocky Mountain Homecoming Version),Jake Hess,False
MONDAY_ MONDAY,Bobby Broom,False
Love Oh Love (Live in Chicago),Leroy Huston,False
We're Out Of Gas,Alan Silvestri,False
The World In My Hands (We Are One),SNAP!,False
Superstar,For Squirrels,False
Dirty Old Man,Len Barry,False
La Sitiera,Barbarito Diez,False
When A Man's In Love,The Chieftains,False
Scelxenak,Orthrelm,False
Sanity Fades,Steel Rain,False
Serenata,Orquesta Romantica de La Habana,False
You Don't See Into The Blues Like Me,Lonnie Johnson,False
Gross Throw-up Burp (Sonnerie_ Ringtone),Blingtones,False
Speak Low,Charlie Byrd,False
God Rest Ye Merry Gentlemen (World),R. Carlos Nakai,False
T\xc3\xa4ysikasvuinen mies,Y\xc3\xb6lintu,False
Dj,Markscheider Kunst,False
Just As I Am (Arr.)  (Different From Track One),Eden's Bridge,False
I'm Hot,Erick Sermon,False
Me Lo Dijo Adela,Tito Rodriguez,False
The Way,Saigon Kick,False
The Way You Do The Things You Do,Jerry Butler,False
The Song from Moulin Rogue Where Is Your Heart,Percy Faith & Felicia Sanders,False
Exception To The Rule,Dann Huff,False
Touch My Body,Mariah Carey,False
She's All I Ever Had,Ricky Martin,False
You're A Big Boy Now (Album Version),John Sebastian,False
Sensemilla,Mighty Diamonds,False
But Not For Me,Frank Vignola,False
Girl Nation [Live],D.A.D.,False
Change The Way (Highlands Album Version),White Heart,False
Hey Sexy Lady,Shaggy / Brian & Tony Gold,False
What To Do,Alias,False
RAMUKA,Tri Atma,False
You Know It's True,The Cat's Miaow,False
Edo Pou Ta Leme,Angela Dimitriou,False
All Burned Out,Savoy Brown,False
The Kangaroo Theory,Edelweiss,False
More,The Crystal Method,False
John the Revelator,Blind Willie Johnson,False
M\xc3\xa9lodie d'Amour,Edmundo Ros & His Orchestra,False
Venite Pa' Maracaibo,Guaco,False
I'll Never Be Able (To Tell It All) (High Key-Studio Track w/o Background Vocals),Karen Peck And New River,False
Say Something,Tony Tuff,False
N.Y. Electric / Hunter Interlude,Aesop Rock,False
Passion_ Love & Pain (Feat. 25 Kids),Serpentine,False
In My Arms (Live Auditorio Nacional 08),Aleks Syntek,False
Chi Chi Man,T.O.K.,False
Moonlight Serenade,Klaus Badelt,False
Kinky Woman,Jimmie Vaughan,False
At the Fountain (Reprise) (Brian d'Arcy James & Ensemble),Marvin Hamlisch;John Lithgow;Jeffrey Huard,False
Intro. (The Plan Album Version),Raze,False
It's The Three Of Us Left,Rustless,False
Monologue With the Sky,Havok,False
1900's Madness #1,Ennio Morricone,False
After I Made Love To You,BMX Bandits,False
Corre_ Corre (Keep On Running),Los Salvajes,False
Love Like This,Natasha Bedingfield,False
Freed From Desire (Alternate Mix),Flame,False
Shifter,Timo Maas featuring MC Chikaboo,False
Fried Neck Bones And Some Home Fries,Santana,False
Thriller,Fall Out Boy,False
1000 Of Years Ago,Namatjira,False
Getto Boys,Jack Orsen feat. Fumanschu_ Justus,False
Megaton B-Boy 2000 (LP Version),Handsome Boy Modeling School,False
Qing Yi Shi,Leon Lai,False
Eyes Of A Stranger (Album Version),P.O.D.,False
Sent By Angels,Arc Angels,False
Crosses of crossed colors 3,Henri Pousseur,False
The Plot To Bomb The Panhandle (Album Version),A Day To Remember,False
Wendy,Jesse Malin,False
El troyano,Alfredo Guti\xc3\xa9rrez,False
It'll All Come Around (Album Version),Back Door Slam,False
Let Him Fly,Patty Griffin,False
The Bottom Line,Rick Astley,False
Outside,Mariah Carey,False
Roadhouse Blues (Live In Detroit) (LP Version),The Doors,False
People Never Give Up,Curtis Mayfield,False
Marrakech,ATB,False
Hiroshima,Utopia,False
The Cat Came Back,Laurie Berkner,False
Going Down,The Germs,False
Never Again (Album Version),Killswitch Engage,False
Earth Child (World),Sharon Burch,False
"Silent Night (Featuring Geoffrey Jones_ Terrence ""T-Bone"" Frierson_ Billy Steele)",Sounds Of Blackness,False
Price I Pay,Jane's Addiction,False
My Man's Gone Now,Rhian Lois,False
Sweet Child O' Mine,Guns N' Roses,False
Master_ Faster_ Sweet Desaster,Nightfall,False
Playboy Theme,Bob Wills,False
Around The World,Parallel Sound,False
Thanks God I'm A Country Boy,Mr. Blue,False
Java Sparrow,Terry Callier,False
Fritzy & Helen Hanft (Album),Mark Lowry,False
Girls,Ayo,False
La Saint-Jean d'\xc3\xa9t\xc3\xa9,Jean Segurel,False
The Michael Vick Song,Tim Wilson,False
Subida y entrada al cante,Varios,False
Love You Again,Marc Dorsey,False
Canta Una Canci\xc3\xb3n De Amor,Alejandro Lerner,False
Erick Sermon,Erick Sermon,False
Gloria,Julissa,False
Lion Paw,Fyah Blaze,False
Die Zeit,Oesch's die Dritten,False
Den S'Adiko,Natassa Theodoridou,False
Believe (Album Version),Josh Groban,False
Half Way Out The Door (Live),Elvin Bishop,False
Soundtracks and Come Backs (radio mix),Goldfish,False
Honey Fingers,Richard Galliano,False
Where You From,DJ Godfather,False
Tell Me,Toni Braxton,False
Point And Shoot (Demo),Pepper,False
Old Woman From Wexford,Tommy Makem;The Clancy Brothers,False
Con el chacacha del tren (Canc\xc3\xadon por Rumba),Triana Pura,False
Master Mantrol (Dub / Instrumental Reggae Music),Mikey Dread,False
She's My Woman,Crusaders,False
Maria Betania,Quinteto Violado,False
Where Are You,Abbott & Chambers,False
Am I Losing You,The Cate Brothers,False
Love_ Respect & Loyalty (feat. Sophie & Cait La Lee),Proficy,False
"Inrtoduction ""Hing Hye Srder",Karnig Sarkissian,False
Bath Of Least Resistance,NOFX,False
I Swear the Visine is for my Allergies,Salt The Wound,False
Reunited,Louisa Mark feat. Kevin Henry,False
Nocturne For Piano No. 8 In D Flat Major_ Op. 84 No. 8 (also in Huit pi\xc3\xa8ces br\xc3\xa8ves_ Op. 84/8),David Jalbert,False
Trash (live Paris),New York Dolls,False
Paloma Consentida,Carmen Y Laura,False
The 23rd Psalm,Steve Erquiaga,False
Talk About Me,Screamin' Jay Hawkins,False
Wishy Washy Woman,Mighty Joe Young,False
Yi Xiao Shi Chong Yin,Edmond Leung,False
L'Aventurier,Jacques Dutronc,False
No Loafting,Junior Reid,False
If you Seek Amy,Hoodfellas,False
Ali Baba,Jackie Edwards,False
Cheshire Grin,Charlie Khan,False
Leave Me Be,The Shirrows,False
Death Blow,Kool Moe Dee,False
The Future,Benga,False
4 Minutes [Featuring Justin Timberlake And Timbaland] [Junkie XL Remix Edit],Madonna,False
Cursed Angel Of Doom (Previously Unreleased&Re-Recorded Track),Behemoth,False
If They Want It,DJ Clue / Fabolous Sport,False
Turn The Heat Up,Bobaflex,False
Blue [Da Ba Dee] [Gabry Ponte vs. HiFi Blueprint Remix],Eiffel 65,False
La Otra,Marisela,False
Here I Am,Phantom Planet,False
The Trial_ Were You Scared? [The Lost Interview Tapes - Volume Two] (LP Version),The Doors,False
This Very Moment,Set Your Goals,False
Feeling,Jaco & Mixxmaster,False
Be my Lover,Hysterie,False
Gotta Cut Out,Jimmy McCracklin,False
Kill Your Darlings,Soulwax,False
The Coloness Of The Chain,Tony Joe White,False
"Rinaldo : Act 1 ""Cor ingrato_ ti rammembri"" [Rinaldo]",Marilyn Horne,False
Felicidade,Moraes Moreira,False
New War,4 Skins,False
Dead End Sign,Bonita,False
Forever,Orbital,False
Some Kind of Record,Rockit,False
Prayer Walk,Kris Gruen,False
Only Just Begun,John Holt,False
It's A Secret,Mungo Jerry,False
I Never Did No Hitler,20/20,False
C'est pas ma faute,Betika_ Daouda,False
Caroline (LP Version),Billy Pilgrim,False
God Gave Me You (Single/LP Version),Bryan White,False
You (Demo),Radiohead,False
Cross Currents,Richard Souther,False
No. 6 The Coombe,The Chieftains,False
Don't Speak,Kinky,False
Everyday Stranger,Dub Pistols feat. TK & Ashley Slater,False
My Maria (LP Version),Martin Sexton,False
Death Song,The Last Days Of Jesus,False
Virgen De La Nieve - 14-String Guitar Solo,Stephan Micus,False
Frankie & Sue,Darden Smith,False
Ain't That Something,High Strung_ The,False
Ombre Et Lumi\xc3\xa8re,Vincent Bruley,False
I've got Vilking in Me,Four Tet,False
Seize the day,Time Factory,False
2StepN,North Mississippi Allstars,False
Warung Beach,John Digweed,False
Ride On Time (Original Version),Black Box,False
Song Sung Blue,Neil Diamond,False
That Girl,Gary Morris,False
Mutter Erde,Monika_ Wolfgang,False
You Can Do Better Than Me (Album Version),Death Cab for Cutie,False
Bad Reputation (Originally Performed by Thin Lizzy),The Meatmen,False
Apoliome Re Giorgi (Feat. Etsi De),IMISKOUBRIA featuring Etsi De,False
Better Days (Album Version),Faith Hill,False
Got To Tell The People,Cornell Campbell,False
Gigantor,Dickies,False
If I'M Dreaming just Let Me Dream,Brenda Lee,False
Distant Cousin,George Schuller,False
Love,Opals,False
Rotate,Capone-N-Noreaga feat. Busta Rhymes and Ron Browz,False
The Hills Of Old Wyomin',Roy Rogers,False
D\xc3\xa9sol\xc3\xa9 Pour La Poussi\xc3\xa8re,Miossec,False
Here And Beyond,Behemoth,False
Natural Light (Subliminal Self-Help),Steven Halpern,False
Sound Clash (featuring Beenie Man) - FattaSly Extended Mix,Dream Warriors,False
America's Suitehearts,Fall Out Boy,False
(Prayer Is The Key To Heaven) Faith Unlocks The Door,Don Gibson,False
The One Who Lives Inside Your Heart,Lari White,False
Finisterre (Live),Mau Mau,False
Tsai Me Lemoni (2005 Digital Remaster),Dakis,False
Boulevard St. Germain,Bloomfield,False
Your Love Takes Good Care Of Me,The Jordanaires,False
Only You,Ayo,False
Let It Bang,X-ecutioners featuring M.O.P.,False
40,U2,False
Shrinking,Dictafone,False
Secret Handshakes,The Ataris,False
Ba\xc3\xb1os De Budapest (Extended Remix),Hevia,False
Burning Skies,Tones On Tail,False
One Step Forward_ Two Steps Back,John Sebastian,False
Love & Romance,Willie Barcena,False
Greener,ARRESTED DEVELOPMENT,False
Flame It Up,DJ Rashad,False
Prosperity In The U.S.A.,Yuppie Pricks,False
Hun Qian De Nu Ren,Hacken Lee,False
Raggy Road,Capleton,False
Tell The Truth (Album Version),Jude Cole,False
Main Title,Christophe Beck,False
La Calle Del Gato Que Pesca,Mar\xc3\xada Elena Walsh,False
Concerto In A Minor_ Op 54: First Movement - Allegro Affettuoso - Andante Espressivo - Tempo I - Cadenza - Allegro Molto,Solomon,False
You'll Need Somebody On Your Bond,Blind Willie Johnson,False
Autumn's Ablaze (Live),Primordial,False
Contigo Si,La 5A Estacion,False
Trumpet Blues And Cantabile,Mike Vax,False
Jericho  (Straight On Album Version),DeGarmo & Key,False
Soleil rouge,Jos\xc3\xa9lito,False
Born To Be Together,The Ronettes,False
Talk To Your Daughter (Album Version),Robben Ford,False
You Better Stop,Curtis Mayfield,False
Hopelessly,Rick Astley,False
I Got Rhythm,Oscar Peterson Trio,False
Creation,The James Taylor Quartet,False
Leo_ Are You Still Jumping Out Of Windows In Expensive Clothes?,My Little Airport,False
Didn't Know Yet What I'd Know When I Was Bleedin',Dax Riggs,False
100 Ways ( LP Version ),Porno For Pyros,False
Hip Replacement,Paris_ Texas,False
Here I Am,FFH,False
Sugar Blues,Bob Willis,False
Who Do You Roll With?  (LP Version),New Direction,False
Down And Out In Paradise,John Mellencamp,False
El Chorro,Los Aut\xc3\xa9nticos Decadentes,False
Every Breath I Take,Gene Pitney,False
Bomba Camara,Richie Ray & Bobby Cruz,False
Chalifot (Suits) (Live) (ft. Lioara Itzchak),Hadag Nahash,False
Zornig!,Dynamite Deluxe,False
Sweet Defeat,The Flesh,False
Atrapados En La Red,Tam Tam Go!,False
V,Zeromancer,False
Des Helden Widersacher,David Zinman,False
A World In Fast Forward,Michael Whalen,False
Red Apple Juice (LP Version),The Tarriers,False
Sweeter Than You,The Four Pennies,False
Seeing Is Believing,Mike And The Mechanics,False
The Lost Name of God,Amorphis,False
Marseille (Live On Tour_ 1984),Thomas Dolby,False
On Tomorrow,Captain Beefheart & The Magic Band,False
Push It,Salt-N-Pepa,False
Little Bit of Inner Air,Atomic Rooster,False
"Los De Arag\xc3\xb3n: ""Los De Arag\xc3\xb3n",Alfredo Kraus,False
Through With You,Maroon 5,False
B\xc3\xbclent & Mompfreed: Mompfreedonium,B\xc3\xbclent Ceylan,False
King Tee Production,King Tee,False
Foreign Prince Of Tokyo,Vodka Collins,False
House Music,Save As,False
Deus Ex Machina,William Orbit,False
The Bull Frog,Edmundo Ros,False
Rumpu ly\xc3\xb6,Solistiyhtye Suomi,False
Lusco,Berrog\xc3\xbcetto,False
Danser seule 2,Klimperei,False
It's So Fine,Jackie Wilson,False
Blessed Assurance (I Love To Tell The Story Album Version),Mark Lowry,False
Your Touch Versus Death,Every Time I Die,False
True Nature,Jane's Addiction,False
A White Demon Love Song (Soundtrack Album Version),The Killers,False
Skinned Strings,Chico Hamilton Quintet,False
Breaking Of Day (Album Version),The Winans,False
U Don't Have To Call,Streetwize,False
Isle Of Inishmore - Part 1 (Air),Kathy Mattea,False
Heartless,Hoods,False
Foolish Little Girl,The Shirelles,False
Yi Ba Xiang Shui Yin,Leon Lai,False
Leroy Bown,Dee Clark,False
Inaudible Melodies,Jack Johnson,False
Get Up (Diplo Mix),Bingo Players,False
A Veces Vuelvo,Catupecu Machu,False
Gamble Calypso,Mau Mau,False
Mambo Bacan,Line Renaud,False
Anti fashion victime,Th\xc3\xa9ophil,False
To My_ Niechciani,Molesta Ewenement,False
Wings Of Love,Zagar feat. Underground Divas,False
For Free,Hal Russell,False
Sugar Bush,Bert Kaempfert,False
Gettin' Together,Tommy James And The Shondells,False
What Would You Do?,City High,False
Haughtiness And Puerile Dreams,Autumnblaze,False
Feriado,Chico Cesar,False
Year 3_000 Blues (2002 Digital Remaster),Ten Years After,False
Anarchy in the UK (Sex Pistols) (Bonus Track),Adrenalin O.D.,False
Mary Had A Little Lamb,Dora The Explorer,False
40 OZ Quartet Part I,Tha Liks,False
3 + 3,Vangelis,False
Xue Hua Chao,Hins Cheung,False
Kiss the Sky,Danielle Bollinger,False
Anything's Better Than Feelin' The Blues,Martina McBride,False
Over The Rainbow,Anita Kerr,False
Tell Your Momma Come,Black Eyed Peas,False
Witchcraft (1997 Digital Remaster),Joe Graves & The Diggers,False
Fleetwood,Jim Bryson,False
Chaos (Live - Bridgehouse Tapes),4 Skins,False
I Don't Know,Teenage Fanclub,False
Fools Like You,Blue Rodeo,False
Sunday Cream,Juan Farcik,False
Du machst mich irgendwann verr\xc3\xbcckt,Markus,False
Only Human,Usher Featuring The Nu Beginning,False
My Last Date (With You),Skeeter Davis,False
Three Little Birds,Bob Marley & The Wailers,False
Adrift,Jack Johnson,False
Anna Bolena (1997 Digital Remaster): Alcun potria ascoltarti,Maria Callas/Gianni Raimondi/Gabriella Carturan/Plinio Clabassi/Nicola Rossi-Lemeni/Coro del Teatro alla Scala_ Milano/Noberto Mola/Orchestra del Teatro alla Scala_ Milano/Gianandrea Gavazzeni,False
See The Big Man Cry,Charlie Louvin,False
Kyana,Arctique,False
Zhui Zhong,Jacky Cheung,False
Rescue And Breakout,James Horner,False
Round 7:  2138,Cassius Clay,False
Ur Sj\xc3\xa4lslig D\xc3\xb6d,M\xc3\xa5negarm,False
Honey,Mariah Carey,False
Silver Bells,Lacy J. Dalton,False
Babes In Arms,April Wine,False
Madeleine (feat. Thomas Fersen),Jean Corti,False
Cum,Eric Burdon,False
20 horas de nada,Alex Ubago,False
The Christmas Song,Mannheim Steamroller,False
Entonces,Fran Perea,False
Heart Trouble,Martina McBride,False
Unemployed Black Astronaut,Busdriver,False
Good Rocking Tonight,Roy Brown,False
Save Me (Rolling Stone Original Version),Unwritten Law,False
Piano E Viola,Pery Ribeiro,False
Soul,Pedro Luis e a Parede,False
6 Yrs (Album Version ),Reach 454,False
True Fuschnick,FU-Schnickens,False
Mother_ Mother_ Mother_ Pin A Rose On Me,Kitty Kallen,False
Sickness,Agnostic Front,False
Sleepy Lad,Maximilian Hecker,False
Inertiatic Esp,The Mars Volta,False
My Plastic Heart (Plastic Operator Remix),Frost,False
Exodus,Sunscreem,False
Sea of Green,Slackbaba,False
How We Get Down,Bad Azz,False
Flight of the Elephant,Workhorse,False
Storm,The Pharcyde,False
Animal Crimes,Mad Are Sane_ The,False
